freq_Hz,|H1|,ang_H1
552.2533573417245,0.008225804817598137,-0.1640529286243487
585.1882501969508,0.008521650029245221,-1.3496628681360503
620.0872907625803,0.00788412427699443,-3.6431881495591196
657.0676154824824,0.007882464894603116,-1.580512886905253
696.253346500436,0.007921269239828188,-1.0638171055517103
737.7760082683305,0.007943499912429337,-0.8407965284179814
781.7749689997516,0.007957225424397273,-0.7124024539290483
828.397908450661,0.007966411455131064,-0.625689214610558
877.801313597248,0.007972937044286511,-0.5611174472389571
930.1510038746637,0.007977780140369,-0.5098781648774667
985.62268773957,0.007981494775215167,-0.46742540907967955
1044.4025524245699,0.007984417019217423,-0.4311715728086934
1106.687888863989,0.007986762211242936,-0.3995291347379899
1172.6877538885456,0.007988674611443265,-0.3714643244127012
1242.6236719115057,0.0079902544779503,-0.3462702737834905
1316.7303784615017,0.00799157366328805,-0.32344344452116114
1395.256608057634,0.007992685021492951,-0.3026123988640142
1478.4659290713041,0.007993628308785496,-0.28349476382592453
1566.6376283769464,0.007994434011592779,-0.2658701719885159
1660.0676487609296,0.00799512590368895,-0.2495626544062434
1759.0695822349842,0.007995722798769707,-0.23442883662790434
1863.975722588148,0.007996239779167066,-0.22034981423268768
1975.1381807100581,0.007996689074883562,-0.20722542843047942
2092.9300664290977,0.007997080703975052,-0.19497014700484738
2217.7467408321672,0.007997422946780715,-0.18351004342775
2350.0071432694094,0.007997722702374793,-0.1727805425609971
2490.1551974979006,0.007997985760155082,-0.1627247113875166
2638.6613016839365,0.007998217009365309,-0.15329194378804303
2796.0239072650156,0.007998420602598606,-0.14443693460974555
2962.77119197087,0.007998600084746803,-0.1361188691458284
3139.4628326189354,0.007998758495699015,-0.12830077512696267
3326.691883634535,0.007998898452879533,-0.12094899881740531
3525.0867676009134,0.0079990222181446,-0.11403277696840991
3735.3133845202788,0.007999131752428366,-0.10752388360310892
3958.077346865453,0.00799922876070773,-0.10139633580640262
4194.126347923944,0.007999314729252163,-0.09562614648183107
4444.252671383635,0.007999390956676492,-0.09019111482883302
4709.295850583362,0.007999458579978722,-0.08507064737225056
4990.145486353981,0.007999518596490663,-0.08024560393883184
5287.744232907843,0.007999571882475309,-0.07569816416162153
5603.090961798617,0.007999619208955748,-0.07141171100122266
5937.244114571097,0.007999661255244771,-0.06737072847387507
6291.325255353957,0.007999698620554246,-0.06356071132159359
6666.522835319501,0.00799973183399227,-0.059968084786933586
7064.09618164559,0.007999761363200159,-0.05658013299215554
7485.379724368442,0.00799978762183651,-0.05338493469040893
7931.7874753134665,0.00799981097607992,-0.05037130537063292
8404.817774137397,0.007999831750292905,-0.04752874486999429
8906.058317411505,0.0079998502319664,-0.04484738978684346
9437.191487625705,0.007999866676044867,-0.04231797010028992
10000,0.007999881308716676,-0.03993176949491412
