freq_Hz,|Y11|,ang_Y11,|Y12|,ang_Y12,|Y21|,ang_Y21,|Y22|,ang_Y22
1,0.017275201886632584,-4.691608962187526,0.004569013379770911,174.6737413657381,0.004569013379770911,174.6737413657381,0.013200442418529825,-4.913266617789182
1.0596372886056478,0.01723142507623075,-4.929567739882868,0.004556126284867658,174.40175702381026,0.004556126284867658,174.40175702381026,0.013165649271122744,-5.163064130855495
1.1228311834035287,0.017183268456594937,-5.174670456712742,0.004541945540060952,174.1212715116666,0.004541945540060952,174.1212715116666,0.013127370984548916,-5.420469637247294
1.1897937907435858,0.017130413304666896,-5.42627091880736,0.004526375960069353,173.8329609283864,0.004526375960069353,173.8329609283864,0.013085352943602161,-5.684824896659491
1.2607498664233687,0.01707254461770009,-5.683554839836898,0.004509323170043964,173.53768729820484,0.004509323170043964,173.53768729820484,0.013039343219114345,-5.955297166646251
1.3359375700667908,0.017009358113898112,-5.945523764674531,0.004490695629877071,173.23651735591628,0.004490695629877071,173.23651735591628,0.012989098097748597,-6.230862179310819
1.4156092644919915,0.016940568478216615,-6.210980682293497,0.004470407027091952,172.93073976403574,0.004470407027091952,172.93073976403574,0.012934388603599333,-6.510288772046128
1.5000323627513292,0.01686591881266789,-6.478518373500412,0.004448379029142783,172.62187964406078,0.004448379029142783,172.62187964406078,0.012875007981993702,-6.792126245314239
1.5894902256865417,0.016785191165488038,-6.746511697956684,0.004424544361661669,172.3117091188384,0.004424544361661669,172.3117091188384,0.012810780049032492,-7.074695688783144
1.6842831130116662,0.01669821791050554,-7.013115146311204,0.004398850149544225,172.0022524120308,0.004398850149544225,172.0022524120308,0.012741568229162463,-7.356086648972243
1.7847291911159615,0.01660489363096513,-7.27626704136873,0.004371261423833582,171.69578396110705,0.004371261423833582,171.69578396110705,0.01266728501049816,-7.6341605805629955
1.8911656009694682,0.016505187038270197,-7.533701738432797,0.0043417646611783114,171.39481800294658,0.0043417646611783114,171.39481800294658,0.012587901449428823,-7.90656250025197
2.0039495897155577,0.01639915233662762,-7.782971020863199,0.004310371187293318,171.10208821757493,0.004310371187293318,171.10208821757493,0.01250345626086458,-8.170742116854532
2.1234597097485937,0.01628693934380533,-8.021475588622323,0.0042771202454285106,170.82051629373828,0.0042771202454285106,170.82051629373828,0.01241406394959291,-8.42398541893705
2.250097089301335,0.01616880161287177,-8.24650708137014,0.004242081510144351,170.55316872872436,0.004242081510144351,170.55316872872436,0.012319921384808197,-8.663457245990884
2.384286778806727,0.016045101787004398,-8.455300465751924,0.004205356820684984,170.30320179732655,0.004205356820684984,170.30320179732655,0.012221312207505386,-8.886254751389012
2.5264791775530537,0.015916313474037738,-8.645095872501402,0.004167080921324951,170.07379540294096,0.004167080921324951,170.07379540294096,0.012118608500910826,-9.089470906877514
2.6771515454209447,0.015783019058651745,-8.813208141051318,0.004127421031151116,169.86807741368895,0.004127421031151116,169.86807741368895,0.012012269255017883,-9.270266346000687
